"Census","Survey","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Fruit","Category","Item","Metric","Domain","Total","Domain Category","Value","CV (%)","Use","Name","Code"
"CENSUS",NA,2022,"YEAR","STATE","INDIANA","18",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","41","10.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","INDIANA","18",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","223","12.1",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","INDIANA","18",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","248","10.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","INDIANA","18",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","47","17.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","IOWA","19",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","144","16.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","IOWA","19",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","169","18.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","IOWA","19",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","25","33.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","IOWA","19",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","126","19.5",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","IOWA","19",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","145","18.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","IOWA","19",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","36","24.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","KANSAS","20",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","27","24.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","KANSAS","20",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","32","21.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","KANSAS","20",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","5","39.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","KANSAS","20",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","42","26.9",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","KANSAS","20",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","49","22.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","KANSAS","20",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","9","21.1",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","KENTUCKY","21",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","128","28.1",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","KENTUCKY","21",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","152","28.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","KENTUCKY","21",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","25","32.9",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","KENTUCKY","21",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","218","42.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","KENTUCKY","21",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","262","45.4",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","KENTUCKY","21",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","85","42.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","LOUISIANA","22",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","182","34.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","LOUISIANA","22",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","182","34.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","LOUISIANA","22",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,"63.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","LOUISIANA","22",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","39","33.9",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","LOUISIANA","22",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","39","33.9",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","LOUISIANA","22",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3","63.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MAINE","23",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","293","35.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MAINE","23",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","371","31.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MAINE","23",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","78","18.9",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MAINE","23",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","154","11.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MAINE","23",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","193","12.5",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MAINE","23",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","94","14.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MARYLAND","24",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","135","4.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MARYLAND","24",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","150","4.1",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MARYLAND","24",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","15","27.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MARYLAND","24",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","129","11.4",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MARYLAND","24",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","142","11.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MARYLAND","24",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","26","19.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MASSACHUSETTS","25",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","258","11.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MASSACHUSETTS","25",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","303","13.5",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MASSACHUSETTS","25",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","45","29.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MASSACHUSETTS","25",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","233","12.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MASSACHUSETTS","25",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","249","9.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MASSACHUSETTS","25",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","70","20.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,"AREA GROWN",NA,NA,NA,NA,NA,"0.1 TO 0.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"164","10.4",NA,"1.0 TO 4.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,"AREA GROWN",NA,NA,NA,NA,NA,"15.0 TO 24.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"88","67.2",NA,"25.0 TO 49.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"324","12.5",NA,"5.0 TO 14.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","714","28.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,NA,"59","10.1",NA,"0.1 TO 0.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,NA,"195","8.7",NA,"1.0 TO 4.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,NA,"92",NA,NA,"15.0 TO 24.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,NA,"115","61.9",NA,"25.0 TO 49.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,NA,"415","11.6",NA,"5.0 TO 14.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","875","25.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,"AREA GROWN",NA,NA,NA,NA,NA,"0.1 TO 0.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"31","19.3",NA,"1.0 TO 4.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,"AREA GROWN",NA,NA,NA,NA,NA,"15.0 TO 24.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"27","44.4",NA,"25.0 TO 49.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"91","11.8",NA,"5.0 TO 14.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","162","15.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"266","12.0",NA,"0.1 TO 0.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"93","18.8",NA,"1.0 TO 4.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"5",NA,NA,"15.0 TO 24.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"4","71.2",NA,"25.0 TO 49.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"52","11.7",NA,"5.0 TO 14.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","420","13.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,NA,"305","11.2",NA,"0.1 TO 0.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,NA,"96","17.0",NA,"1.0 TO 4.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,NA,"5",NA,NA,"15.0 TO 24.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,NA,"4","71.2",NA,"25.0 TO 49.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,NA,"52","11.7",NA,"5.0 TO 14.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","462","12.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"55","37.1",NA,"0.1 TO 0.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"43","11.5",NA,"1.0 TO 4.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"1",NA,NA,"15.0 TO 24.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"4","71.2",NA,"25.0 TO 49.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,"AREA GROWN",NA,NA,"33","10.8",NA,"5.0 TO 14.9 ACRES)",NA
"CENSUS",NA,2022,"YEAR","STATE","MICHIGAN","26",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","136","20.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MINNESOTA","27",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","308","13.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MINNESOTA","27",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","401","14.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MINNESOTA","27",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","93","30.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MINNESOTA","27",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","184","14.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MINNESOTA","27",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","218","13.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MINNESOTA","27",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","85","11.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MISSISSIPPI","28",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MISSISSIPPI","28",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","46","24.4",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MISSISSIPPI","28",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MISSISSIPPI","28",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","24","89.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MISSISSIPPI","28",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","31","65.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MISSISSIPPI","28",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","8","74.1",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MISSOURI","29",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","76","18.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MISSOURI","29",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","85","17.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MISSOURI","29",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","10","10.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MISSOURI","29",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","189","8.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MISSOURI","29",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","218","8.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MISSOURI","29",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","51","10.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MONTANA","30",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","8","49.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MONTANA","30",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","9","43.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MONTANA","30",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","26.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MONTANA","30",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","35","21.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MONTANA","30",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","38","19.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","MONTANA","30",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","7","38.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEBRASKA","31",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEBRASKA","31",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","18","25.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEBRASKA","31",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEBRASKA","31",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","48","47.4",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEBRASKA","31",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","48","47.4",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEBRASKA","31",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","5","78.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEVADA","32",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","16.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEVADA","32",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","16.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEVADA","32",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","9","23.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEVADA","32",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","9","23.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","112","25.1",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","134","24.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","22","24.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","81","26.5",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","102","23.4",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEW HAMPSHIRE","33",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","36","21.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEW JERSEY","34",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","233","7.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEW JERSEY","34",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","257","7.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEW JERSEY","34",NA,NA,NA,NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","24","35.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEW JERSEY","34",NA,NA,NA,NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","137","6.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEW JERSEY","34",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","146","6.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEW JERSEY","34",NA,NA,NA,NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","33","12.5",NA,NA,NA
"CENSUS",NA,2022,"YEAR","STATE","NEW MEXICO","35",NA,NA,NA,NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","38.1",NA,NA,NA
